"ID","Description","Size","NES","pvalue","p.adjust","ratio"
"GO:0008637","apoptotic mitochondrial changes",124,1.54757148678662,0.00490242422809962,0.0435466733110525,0.36734693877551
"GO:0051881","regulation of mitochondrial membrane potential",72,1.65077008072272,0.00491173486107766,0.043548281203235,0.433962264150943
"GO:0051965","positive regulation of synapse assembly",68,-1.78796452141883,0.00492693771247292,0.0435699362663805,0.65
"GO:0051988","regulation of attachment of spindle microtubules to kinetochore",12,1.80272014499813,0.00504733480193603,0.0444202712273706,0.75
"GO:0031056","regulation of histone modification",143,-1.51777803397317,0.00505669722644122,0.0444207104422185,0.38655462184874
"GO:0043902","positive regulation of multi-organism process",188,1.47473243200727,0.00516204168191279,0.0452627551888309,0.375838926174497
"GO:0050729","positive regulation of inflammatory response",153,1.54899580793516,0.00518943507490485,0.0453362734565864,0.389473684210526
"GO:0097191","extrinsic apoptotic signaling pathway",224,1.45579681941387,0.00524845509184796,0.0457680635980161,0.404761904761905
"GO:0001774","microglial cell activation",48,1.70460380812239,0.00530434336295764,0.0460031233478326,0.416666666666667
"GO:0034058","endosomal vesicle fusion",10,1.79135089942316,0.00535674458354962,0.0462736541098125,0.7
"GO:0035635","entry of bacterium into host cell",15,1.79125547452424,0.00536463956451285,0.0462736541098125,0.6
"GO:0002385","mucosal immune response",36,-1.78436213728766,0.00543382428945806,0.0467858156330594,0.444444444444444
"GO:0006022","aminoglycan metabolic process",170,1.53941560185396,0.00551255100291783,0.0471234198636524,0.402061855670103
"GO:2000756","regulation of peptidyl-lysine acetylation",59,-1.65690515929568,0.00567039151448312,0.0483859884151779,0.382978723404255
"GO:1905819","negative regulation of chromosome separation",40,1.703978342255,0.00576019792158622,0.0488710971860567,0.323529411764706
"GO:0019432","triglyceride biosynthetic process",41,1.74716945970228,0.00584458265811067,0.0490568236141468,0.5
"GO:0001659","temperature homeostasis",173,1.50771508882879,0.00593164152031022,0.0495515412467246,0.315789473684211
